Time - Voltage	Amplitude - Voltage	
34	55.7	-4.114
34	55.7	-4.075
34	55.7	-3.489
34	55.8	-3.774
34	55.8	-3.689
34	55.9	-4.106
34	55.9	-4.077
34	55.9	-4.111
34	56	-3.433
34	56	-3.206
34	56.1	-3.12
34	56.1	-4.104
34	56.1	-4.05
34	56.1	-4.072
34	56.2	-4.055
34	56.2	-3.914
34	56.3	-3.97
34	56.3	-4.043
34	56.3	-4.087
34	56.4	-3.86
34	56.4	-4.006
34	56.5	-4.001
34	56.5	-4.048
34	56.5	-4.075
34	56.5	-3.845
34	56.6	-3.975
34	56.6	-3.967
34	56.7	-3.999
34	56.7	-4.031
34	56.7	-4.087
34	56.8	-4.089
34	56.8	-4.004
34	56.8	-3.931
34	56.9	-3.762
34	56.9	-3.777
34	56.9	-4.102
34	57	-4.023
34	57	-4.109
34	57.1	-4.072
34	57.1	-3.921
34	57.1	-4.094
34	57.2	-3.989
34	57.2	-3.816
34	57.2	-3.086
34	57.3	-3.872
34	57.3	-4.053
34	57.4	-4.08
34	57.4	-3.906
34	57.4	-3.247
34	57.5	-2.93
34	57.5	-3.489
34	57.6	-2.976
34	57.6	-3.828
34	57.6	-3.687
34	57.6	-3.718
34	57.7	-2.278
34	57.7	-1.885
34	57.8	-2.341
34	57.8	-2.307
34	57.8	-2.397
34	57.9	-2.996
34	57.9	-1.685
34	57.9	-1.958
34	58	-0.896
34	58	-1.965
34	58	-2.385
34	58.1	-2.034
34	58.1	-2.407
34	58.2	-1.245
34	58.2	-2.051
34	58.2	-2.271
34	58.3	-1.348
34	58.3	-2.219
34	58.3	-1.841
34	58.4	-3.032
34	58.4	-2.761
34	58.4	-1.704
34	58.5	-2.449
34	58.5	-2.3
34	58.6	-3.45
34	58.6	-3.965
34	58.6	-3.77
34	58.6	-3.706
34	58.7	-2.588
34	58.7	-3.684
34	58.8	-3.433
34	58.8	-3.901
34	58.8	-3.997
34	58.9	-4.05
34	58.9	-2.627
34	59	-3.442
34	59	-3.25
34	59	-3.977
34	59	-3.767
34	59.1	-4.05
34	59.1	-3.965
34	59.2	-3.076
34	59.2	-3.481
34	59.2	-2.615
34	59.3	-3.379
34	59.3	-4.033
34	59.4	-2.869
34	59.4	-2.544
34	59.4	-3.442
34	59.4	-3.445
34	59.5	-3.479
34	59.5	-3.914
34	59.6	-3.889
34	59.6	-3.369
34	59.6	-3.535
34	59.7	-3.235
34	59.7	-3.157
34	59.7	-3.162
34	59.8	-3.589
34	59.8	-4.031
34	59.8	-3.806
34	59.9	-3.582
34	59.9	-3.704
35	0	-3.123
35	0	-3.843
35	0	-3.821
35	0.1	-3.752
35	0.1	-3.967
35	0.1	-3.252
35	0.2	-3.977
35	0.2	-3.984
35	0.2	-3.262
35	0.3	-3.938
35	0.3	-4.067
35	0.4	-3.992
35	0.4	-4.065
35	0.4	-4.009
35	0.4	-3.938
35	0.5	-3.782
35	0.5	-3.967
35	0.6	-4.055
35	0.6	-3.794
35	0.6	-4.058
35	0.7	-4.026
35	0.7	-3.501
35	0.8	-4.065
35	0.8	-3.75
35	0.8	-4.053
35	0.8	-2.429
35	0.9	-2.822
35	0.9	-3.396
35	1	-3.813
35	1	-3.948
35	1	-3.945
35	1.1	-3.655
35	1.1	-3.965
35	1.2	-3.85
35	1.2	-3.589
35	1.2	-3.792
35	1.2	-3.955
35	1.3	-3.882
35	1.3	-3.726
35	1.4	-3.599
35	1.4	-4.009
35	1.4	-4.004
35	1.5	-4.041
35	1.5	-3.987
35	1.5	-4.038
35	1.6	-3.831
35	1.6	-3.838
35	1.7	-3.823
35	1.7	-3.992
35	1.7	-4.043
35	1.8	-3.958
35	1.8	-3.867
35	1.9	-3.992
35	1.9	-3.999
35	1.9	-3.994
35	1.9	-3.992
35	2	-4.038
35	2	-3.953
35	2.1	-4.016
35	2.1	-4.023
35	2.1	-4.004
35	2.2	-4.041
35	2.2	-3.604
35	2.3	-3.552
35	2.3	-3.704
35	2.3	-3.975
35	2.3	-4.048
35	2.4	-4.038
35	2.4	-3.984
35	2.5	-4.019
35	2.5	-3.787
35	2.5	-3.831
35	2.6	-4.011
35	2.6	-3.943
35	2.6	-3.928
35	2.7	-3.538
35	2.7	-3.97
35	2.7	-4.043
35	2.8	-3.704
35	2.8	-3.799
35	2.9	-4.011
35	2.9	-4.023
35	2.9	-3.86
35	3	-4.016
35	3	-3.95
35	3	-3.862
35	3.1	-3.899
35	3.1	-3.721
35	3.1	-3.97
35	3.2	-4.004
35	3.2	-3.87
35	3.3	-4.023
35	3.3	-3.528
35	3.3	-4.028
35	3.3	-4.031
35	3.4	-3.85
35	3.4	-3.843
35	3.5	-4.021
35	3.5	-3.77
35	3.5	-3.928
35	3.6	-3.264
35	3.6	-3.203
35	3.7	-3.984
35	3.7	-3.748
35	3.7	-3.997
35	3.7	-3.845
35	3.8	-4.026
35	3.8	-4.023
35	3.9	-3.987
35	3.9	-4.023
35	3.9	-3.774
35	4	-4.023
35	4	-3.848
35	4.1	-3.794
35	4.1	-3.992
35	4.1	-3.843
35	4.1	-4.009
35	4.2	-4.011
35	4.2	-3.999
35	4.3	-3.994
35	4.3	-3.967
35	4.3	-3.843
35	4.4	-3.958
35	4.4	-3.994
35	4.4	-3.918
35	4.5	-4.014
35	4.5	-3.713
35	4.5	-3.562
35	4.6	-3.994
35	4.6	-3.87
35	4.7	-3.984
35	4.7	-4.026
35	4.7	-3.486
35	4.8	-3.569
35	4.8	-3.582
35	4.8	-3.867
35	4.9	-3.962
35	4.9	-3.994
35	4.9	-3.999
35	5	-3.757
35	5	-3.655
35	5.1	-3.94
35	5.1	-4.001
35	5.1	-3.999
35	5.1	-4.011
35	5.2	-3.811
35	5.2	-3.97
35	5.3	-3.992
35	5.3	-3.589
35	5.3	-3.97
35	5.4	-3.992
35	5.4	-3.87
35	5.5	-3.716
35	5.5	-3.977
35	5.5	-3.994
35	5.6	-3.962
35	5.6	-3.687
35	5.6	-4.004
35	5.7	-3.979
35	5.7	-3.979
35	5.8	-4.001
35	5.8	-3.494
35	5.8	-3.784
35	5.9	-4.021
35	5.9	-4.006
35	5.9	-3.994
35	6	-3.962
35	6	-3.804
35	6	-3.87
35	6.1	-3.926
35	6.1	-4.004
35	6.2	-4.004
35	6.2	-3.994
35	6.2	-3.979
35	6.2	-3.872
35	6.3	-4.009
35	6.3	-3.784
35	6.4	-4.001
35	6.4	-3.997
35	6.4	-3.56
35	6.5	-3.958
35	6.5	-3.809
35	6.6	-3.882
35	6.6	-3.965
35	6.6	-3.945
35	6.6	-3.435
35	6.7	-4.011
35	6.7	-4.016
35	6.8	-4.011
35	6.8	-3.396
35	6.8	-3.872
35	6.9	-4.016
35	6.9	-3.752
35	7	-3.97
35	7	-3.445
35	7	-3.816
35	7	-3.95
35	7.1	-3.494
35	7.1	-3.982
35	7.2	-3.704
35	7.2	-2.947
35	7.2	-3.711
35	7.3	-3.34
35	7.3	-2.976
35	7.3	-3.484
35	7.4	-3.728
35	7.4	-3.367
35	7.4	-2.283
35	7.5	-3.015
35	7.5	-2.942
35	7.6	-2.136
35	7.6	-3.333
35	7.6	-3.608
35	7.7	-3.877
35	7.7	-3.489
35	7.7	-3.696
35	7.8	-3.091
35	7.8	-2.417
35	7.8	-3.96
35	7.9	-3.682
35	7.9	-3.599
35	8	-3.779
35	8	-3.696
35	8	-2.307
35	8	-2.979
35	8.1	-2.734
35	8.1	-3.94
35	8.2	-3.416
35	8.2	-3.11
35	8.2	-3.459
35	8.3	-2.725
35	8.3	-3.525
35	8.4	-3.787
35	8.4	-3.862
35	8.4	-3.455
35	8.4	-2.278
35	8.5	-3.652
35	8.5	-3.027
35	8.6	-3.711
35	8.6	-3.806
35	8.6	-2.69
35	8.7	-2.463
35	8.7	-2.927
35	8.8	-2.366
35	8.8	-2.639
35	8.8	-2.571
35	8.8	-3.267
35	8.9	-3.467
35	8.9	-2.373
35	9	-3.015
35	9	-1.748
35	9	-2.905
35	9.1	-3.484
35	9.1	-2.815
35	9.1	-1.743
35	9.2	-2.295
35	9.2	-3.416
35	9.3	-3.105
35	9.3	-1.873
35	9.3	-2.866
35	9.4	-2.078
35	9.4	-1.802
35	9.5	-2.671
35	9.5	-2.839
35	9.5	-3.63
35	9.5	-2.788
35	9.6	-3.018
35	9.6	-1.963
35	9.7	-1.472
35	9.7	-2.639
35	9.7	-2.771
35	9.8	-2.861
35	9.8	-3.718
35	9.9	-1.892
35	9.9	-2.812
35	9.9	-2.148
35	9.9	-3.167
35	10	-3.401
35	10	-2.439
35	10.1	-2.102
35	10.1	-1.599
35	10.1	-2.024
35	10.2	-1.65
35	10.2	-1.726
35	10.2	-1.406
35	10.3	-1.199
35	10.3	-1.704
35	10.3	-1.887
35	10.4	-1.484
35	10.4	-0.93
35	10.5	-1.052
35	10.5	-1.475
35	10.5	-1.133
35	10.6	-1.55
35	10.6	-1.353
35	10.6	-1.443
35	10.7	-0.579
35	10.7	-0.61
35	10.7	-0.898
35	10.8	-0.667
35	10.8	-1.348
35	10.9	-0.623
35	10.9	-0.608
35	10.9	-1.689
35	10.9	-1.111
35	11	-2.031
35	11	-2.322
35	11.1	-2.339
35	11.1	-1.58
35	11.1	-1.614
35	11.2	-2.905
35	11.2	-3.625
35	11.3	-2.422
35	11.3	-2.62
35	11.3	-2.815
35	11.3	-1.936
35	11.4	-2.178
35	11.4	-2.607
35	11.5	-2.231
35	11.5	-1.926
35	11.5	-2.19
35	11.6	-1.379
35	11.6	-1.687
35	11.7	-1.724
35	11.7	-2.81
35	11.7	-1.946
35	11.7	-1.296
35	11.8	-2.642
35	11.8	-1.76
35	11.9	-1.497
35	11.9	-1.626
35	11.9	-1.619
35	12	-1.912
35	12	-2.173
35	12	-1.389
35	12.1	-2.036
35	12.1	-0.957
35	12.1	-1.506
35	12.2	-2.168
35	12.2	-1.931
35	12.3	-2.314
35	12.3	-1.816
35	12.3	-1.599
35	12.4	-1.921
35	12.4	-1.519
35	12.4	-3.481
35	12.5	-1.697
35	12.5	-2.444
35	12.5	-2.715
35	12.6	-0.806
35	12.6	-1.958
35	12.7	-2.063
35	12.7	-1.909
35	12.7	-2.671
35	12.7	-1.943
35	12.8	-2.393
35	12.8	-1.055
35	12.9	-0.964
35	12.9	-2.31
35	12.9	-1.841
35	13	-1.655
35	13	-0.923
35	13.1	-0.791
35	13.1	-1.069
35	13.1	-0.73
35	13.2	-1.907
35	13.2	-1.489
35	13.2	-1.001
35	13.3	-1.36
35	13.3	-0.669
35	13.4	-0.62
35	13.4	-1.211
35	13.4	-0.806
35	13.5	-1.191
35	13.5	-0.664
35	13.5	-0.913
35	13.6	-1.064
35	13.6	-0.623
35	13.6	-1.084
35	13.7	-0.928
35	13.7	-1.279
35	13.8	-0.969
35	13.8	-0.596
35	13.8	-0.588
35	13.8	-0.588
35	13.9	-0.972
35	13.9	-1.296
35	14	-1.086
35	14	-0.723
35	14	-0.605
35	14.1	-0.615
35	14.1	-0.779
35	14.2	-0.681
35	14.2	-0.601
35	14.2	-0.679
35	14.2	-0.642
35	14.3	-0.603
35	14.3	-0.667
35	14.4	-0.657
35	14.4	-0.63
35	14.4	-0.603
35	14.5	-0.591
35	14.5	-0.586
35	14.6	-0.632
35	14.6	-0.625
35	14.6	-0.601
35	14.6	-1.221
35	14.7	-0.974
35	14.7	-0.593
35	14.8	-0.598
35	14.8	-0.82
35	14.8	-1.006
35	14.9	-0.935
35	14.9	-0.664
35	14.9	-0.688
35	15	-0.684
35	15	-0.601
35	15	-0.679
35	15.1	-0.657
35	15.1	-0.723
35	15.2	-0.586
35	15.2	-0.618
35	15.2	-0.593
35	15.3	-0.659
35	15.3	-0.862
35	15.3	-0.593
35	15.4	-0.742
35	15.4	-0.615
35	15.4	-0.608
35	15.5	-0.85
35	15.5	-0.684
35	15.6	-0.752
35	15.6	-0.759
35	15.6	-0.657
35	15.6	-0.688
35	15.7	-0.61
35	15.7	-0.61
35	15.8	-0.986
35	15.8	-0.847
35	15.8	-0.679
35	15.9	-0.613
35	15.9	-0.593
35	16	-0.654
35	16	-0.693
35	16	-0.754
35	16	-0.923
35	16.1	-0.874
35	16.1	-1.382
35	16.2	-1.108
35	16.2	-0.681
35	16.2	-1.309
35	16.3	-1.958
35	16.3	-1.816
35	16.4	-1.357
35	16.4	-1.689
35	16.4	-1.428
35	16.4	-1.311
35	16.5	-1.621
35	16.5	-2.239
35	16.6	-1.042
35	16.6	-1.614
35	16.6	-0.911
35	16.7	-1.189
35	16.7	-2.087
35	16.7	-1.448
35	16.8	-2.083
35	16.8	-2.031
35	16.9	-1.675
35	16.9	-1.829
35	16.9	-1.492
35	17	-2.798
35	17	-2.161
35	17.1	-1.506
35	17.1	-3.193
35	17.1	-1.902
35	17.1	-2.576
35	17.2	-2.432
35	17.2	-3.464
35	17.3	-3.413
35	17.3	-1.753
35	17.3	-0.903
35	17.4	-1.313
35	17.4	-1.04
35	17.5	-2.036
35	17.5	-0.92
35	17.5	-1.392
35	17.5	-0.635
35	17.6	-0.574
35	17.6	-1.079
35	17.7	-0.671
35	17.7	-1.074
35	17.7	-1.047
35	17.8	-0.637
35	17.8	-0.659
35	17.8	-0.603
35	17.9	-0.64
35	17.9	-0.728
35	17.9	-0.566
35	18	-0.559
35	18	-0.579
35	18.1	-0.752
35	18.1	-0.586
35	18.1	-1.411
35	18.2	-1.736
35	18.2	-1.765
35	18.2	-0.591
35	18.3	-0.908
35	18.3	-1.267
35	18.3	-0.637
35	18.4	-1.104
35	18.4	-2.031
35	18.5	-0.652
35	18.5	-0.876
35	18.5	-0.564
35	18.5	-0.667
35	18.6	-0.967
35	18.6	-0.784
35	18.7	-0.767
35	18.7	-1.978
35	18.7	-1.309
35	18.8	-0.793
35	18.8	-0.708
35	18.9	-1.296
35	18.9	-1.162
35	18.9	-2.407
35	18.9	-1.904
35	19	-2.271
35	19	-1.892
35	19.1	-1.133
35	19.1	-1.631
35	19.1	-1.838
35	19.2	-0.83
35	19.2	-1.091
35	19.3	-0.703
35	19.3	-0.718
35	19.3	-0.571
35	19.3	-0.796
35	19.4	-1.018
35	19.4	-0.637
35	19.5	-0.745
35	19.5	-0.64
35	19.5	-0.63
35	19.6	-0.574
35	19.6	-0.762
35	19.6	-0.557
35	19.7	-0.598
35	19.7	-0.566
35	19.7	-0.662
35	19.8	-0.737
35	19.8	-0.564
35	19.9	-0.642
35	19.9	-0.605
35	19.9	-0.574
35	20	-0.552
35	20	-0.549
35	20	-0.767
35	20.1	-0.554
35	20.1	-0.537
35	20.1	-0.54
35	20.2	-0.549
35	20.2	-0.706
35	20.3	-0.918
35	20.3	-0.642
35	20.3	-0.947
35	20.3	-0.891
35	20.4	-0.605
35	20.4	-0.547
35	20.5	-1.001
35	20.5	-0.808
35	20.5	-0.637
35	20.6	-0.798
35	20.6	-0.535
35	20.7	-0.588
35	20.7	-0.581
35	20.7	-0.532
35	20.8	-0.591
35	20.8	-0.54
35	20.8	-0.535
35	20.9	-0.588
35	20.9	-0.735
35	21	-0.549
35	21	-0.698
35	21	-0.542
35	21.1	-0.569
35	21.1	-0.571
35	21.1	-0.613
35	21.2	-0.552
35	21.2	-0.74
35	21.2	-0.964
35	21.3	-0.593
35	21.3	-0.598
35	21.4	-0.574
35	21.4	-0.544
35	21.4	-0.647
35	21.4	-0.54
35	21.5	-0.764
35	21.5	-0.53
35	21.6	-0.527
35	21.6	-0.574
35	21.6	-0.588
35	21.7	-0.537
35	21.7	-0.527
35	21.8	-0.537
35	21.8	-0.94
35	21.8	-0.613
35	21.8	-0.571
35	21.9	-0.532
35	21.9	-0.696
35	22	-0.53
35	22	-0.554
35	22	-0.659
35	22.1	-0.569
35	22.1	-0.542
35	22.2	-0.542
35	22.2	-0.554
35	22.2	-0.818
35	22.2	-0.537
35	22.3	-0.581
35	22.3	-0.554
35	22.4	-0.625
35	22.4	-0.894
35	22.4	-0.959
35	22.5	-0.596
35	22.5	-0.916
35	22.5	-0.908
35	22.6	-0.535
35	22.6	-0.564
35	22.6	-0.669
35	22.7	-0.613
35	22.7	-0.937
35	22.8	-0.767
35	22.8	-0.637
35	22.8	-0.62
35	22.9	-0.586
35	22.9	-0.627
35	22.9	-0.515
35	23	-0.564
35	23	-0.54
35	23	-0.559
35	23.1	-0.557
35	23.1	-0.62
35	23.2	-0.559
35	23.2	-0.544
35	23.2	-1.003
35	23.2	-0.615
35	23.3	-0.989
35	23.3	-0.549
35	23.4	-0.576
35	23.4	-0.825
35	23.4	-0.664
35	23.5	-1.104
35	23.5	-0.708
35	23.6	-0.789
35	23.6	-1.611
35	23.6	-1.699
35	23.6	-1.416
35	23.7	-1.062
35	23.7	-1.262
35	23.8	-0.991
35	23.8	-0.557
35	23.8	-0.825
35	23.9	-0.581
35	23.9	-0.774
35	24	-1.343
35	24	-0.801
35	24	-1.248
35	24	-0.742
35	24.1	-0.684
35	24.1	-1.152
35	24.2	-0.916
35	24.2	-1.367
35	24.2	-1.775
35	24.3	-1.157
35	24.3	-2.473
35	24.3	-0.808
35	24.4	-2.087
35	24.4	-1.804
35	24.4	-1.362
35	24.5	-1.851
35	24.5	-0.918
35	24.6	-2.056
35	24.6	-2.197
35	24.6	-2.09
35	24.7	-1.914
35	24.7	-1.023
35	24.7	-0.847
35	24.8	-1.169
35	24.8	-0.879
35	24.8	-1.201
35	24.9	-1.03
35	24.9	-0.701
35	25	-0.762
35	25	-1.147
35	25	-1.44
35	25.1	-1.199
35	25.1	-1.423
35	25.1	-1.604
35	25.2	-1.001
35	25.2	-0.71
35	25.3	-1.309
35	25.3	-1.221
35	25.3	-1.03
35	25.4	-1.301
35	25.4	-1.543
35	25.4	-1.465
35	25.5	-1.187
35	25.5	-1.77
35	25.5	-0.962
35	25.6	-1.25
35	25.6	-1.88
35	25.7	-0.803
35	25.7	-0.974
35	25.7	-1.233
35	25.8	-0.945
35	25.8	-0.957
35	25.8	-1.223
35	25.9	-0.996
35	25.9	-0.74
35	25.9	-1.353
35	26	-1.47
35	26	-2.007
35	26.1	-2.81
35	26.1	-2.236
35	26.1	-2.385
35	26.1	-1.394
35	26.2	-1.616
35	26.2	-2.268
35	26.3	-1.191
35	26.3	-2.131
35	26.3	-1.877
35	26.4	-2.109
35	26.4	-2.048
35	26.5	-1.116
35	26.5	-1.138
35	26.5	-0.95
35	26.5	-1.038
35	26.6	-2.141
35	26.6	-1.423
35	26.7	-1.702
35	26.7	-1.538
35	26.7	-1.233
35	26.8	-1.294
35	26.8	-1.885
35	26.9	-1.499
35	26.9	-2.153
35	26.9	-1.809
35	26.9	-1.208
35	27	-1.001
35	27	-1.257
35	27.1	-1.931
35	27.1	-1.372
35	27.1	-1.096
35	27.2	-0.779
35	27.2	-0.696
35	27.2	-0.911
35	27.3	-0.745
35	27.3	-1.709
35	27.3	-1.409
35	27.4	-1.311
35	27.4	-1.279
35	27.5	-0.801
35	27.5	-1.089
35	27.5	-1.819
35	27.6	-1.23
35	27.6	-1.357
35	27.6	-0.745
35	27.7	-1.287
35	27.7	-0.933
35	27.7	-1.538
35	27.8	-1.907
35	27.8	-1.069
35	27.9	-1.582
35	27.9	-1.372
35	27.9	-1.182
35	27.9	-1.169
35	28	-2.229
35	28	-2.795
35	28.1	-1.431
35	28.1	-1.78
35	28.1	-1.653
35	28.2	-1.921
35	28.2	-1.873
35	28.3	-1.819
35	28.3	-1.47
35	28.3	-1.545
35	28.3	-1.255
35	28.4	-1.768
35	28.4	-1.375
35	28.5	-1.628
35	28.5	-2.754
35	28.5	-1.384
35	28.6	-1.931
35	28.6	-2.39
35	28.7	-1.499
35	28.7	-2.756
35	28.7	-2.021
35	28.7	-1.934
35	28.8	-1.633
35	28.8	-1.833
35	28.9	-2.986
35	28.9	-2.461
35	28.9	-2.71
35	29	-2.38
35	29	-1.936
35	29	-2.2
35	29.1	-1.377
35	29.1	-2.322
35	29.1	-2.5
35	29.2	-2.219
35	29.2	-2.349
35	29.3	-1.294
35	29.3	-1.792
35	29.4	-1.86
35	29.4	-1.13
35	29.4	-1.721
35	29.4	-1.36
35	29.5	-1.729
35	29.5	-1.799
35	29.6	-1.514
35	29.6	-1.616
35	29.6	-2.52
35	29.7	-1.919
35	29.7	-2.351
35	29.8	-2.585
35	29.8	-2.361
35	29.8	-2.009
35	29.8	-2.415
35	29.9	-2.417
35	29.9	-2.129
35	30	-2.896
35	30	-2.712
35	30	-2.773
35	30.1	-2.444
35	30.1	-2.595
35	30.1	-3.247
35	30.2	-2.72
35	30.2	-2.837
35	30.2	-3.186
35	30.3	-2.744
35	30.3	-2.395
35	30.4	-3.035
35	30.4	-2.493
35	30.4	-3.162
35	30.5	-3
35	30.5	-2.463
35	30.5	-2.737
35	30.6	-2.666
35	30.6	-3.271
35	30.6	-2.859
35	30.7	-1.775
35	30.7	-2.742
35	30.8	-2.837
35	30.8	-2.529
35	30.8	-2.815
35	30.8	-3.044
35	30.9	-3.459
35	30.9	-2.229
35	31	-3.022
35	31	-3.091
35	31	-3.098
35	31.1	-3.811
35	31.1	-3.926
35	31.2	-3.074
35	31.2	-3.818
35	31.2	-3.352
35	31.2	-3.853
35	31.3	-2.893
35	31.3	-2.854
35	31.4	-3.667
35	31.4	-3.215
35	31.4	-3.308
35	31.5	-2.874
35	31.5	-2.368
35	31.6	-3.237
35	31.6	-3.186
35	31.6	-3.889
35	31.6	-3.796
35	31.7	-3.992
35	31.7	-3.948
35	31.8	-3.789
35	31.8	-3.706
35	31.8	-4.287
35	31.9	-4.072
35	31.9	-4.297
35	31.9	-3.879
35	32	-4.304
35	32	-4.309
35	32	-3.799
35	32.1	-4.27
35	32.1	-4.165
35	32.2	-4.282
35	32.2	-4.233
35	32.2	-3.718
35	32.3	-3.772
35	32.3	-4.084
35	32.3	-4.111
35	32.4	-4.27
35	32.4	-3.972
35	32.4	-4.312
35	32.5	-3.97
35	32.5	-3.623
35	32.6	-4.209
35	32.6	-4.241
35	32.6	-3.857
35	32.6	-3.721
35	32.7	-3.313
35	32.7	-3.499
35	32.8	-2.39
35	32.8	-2.793
35	32.8	-2.185
35	32.9	-1.328
35	32.9	-1.965
35	33	-1.196
35	33	-1.658
35	33	-1.799
35	33.1	-2.051
35	33.1	-1.875
35	33.1	-1.753
35	33.2	-1.689
35	33.2	-1.46
35	33.3	-1.094
35	33.3	-1.99
35	33.3	-2.461
35	33.4	-1.128
35	33.4	-1.853
35	33.4	-1.318
35	33.5	-1.58
35	33.5	-1.729
35	33.5	-1.721
35	33.6	-2.629
35	33.6	-1.675
35	33.7	-2.151
35	33.7	-2.18
35	33.7	-1.868
35	33.7	-2.458
35	33.8	-2.891
35	33.8	-3.655
35	33.9	-2.324
35	33.9	-2.703
35	33.9	-3.787
35	34	-3.245
35	34	-3.437
35	34.1	-3.613
35	34.1	-2.974
35	34.1	-3.279
35	34.1	-3.04
35	34.2	-2.778
35	34.2	-3.43
35	34.3	-2.861
35	34.3	-2.876
35	34.3	-3.149
35	34.4	-2.617
35	34.4	-3.308
35	34.5	-3.521
35	34.5	-3.535
35	34.5	-3.645
35	34.5	-3.582
35	34.6	-3.772
35	34.6	-3.584
35	34.7	-3.105
35	34.7	-3.906
35	34.7	-3.655
35	34.8	-4.109
35	34.8	-4.192
35	34.8	-4.194
35	34.9	-3.774
35	34.9	-4.148
35	34.9	-4.25
35	35	-3.738
35	35	-4.07
35	35.1	-4.036
35	35.1	-3.892
35	35.1	-4.263
35	35.2	-3.882
35	35.2	-4.167
35	35.2	-4.075
35	35.3	-4.207
35	35.3	-4.25
35	35.3	-3.901
35	35.4	-4.219
35	35.4	-4.187
35	35.5	-4.055
35	35.5	-4.221
35	35.5	-4.075
35	35.5	-4.055
35	35.6	-4.111
35	35.6	-4.023
35	35.7	-4.021
35	35.7	-3.037
35	35.7	-4.224
35	35.8	-3.958
35	35.8	-3.687
35	35.9	-3.257
35	35.9	-3.149
35	35.9	-3.989
35	35.9	-3.369
35	36	-3.757
35	36	-3.862
35	36.1	-3.936
35	36.1	-3.862
35	36.1	-3.655
35	36.2	-3.406
35	36.2	-3.767
35	36.3	-3.918
35	36.3	-3.965
35	36.3	-3.486
35	36.3	-3.027
35	36.4	-3.74
35	36.4	-3.811
35	36.5	-3.826
35	36.5	-3.918
35	36.5	-3.584
35	36.6	-3.159
35	36.6	-3.389
35	36.6	-3.545
35	36.7	-3.63
35	36.7	-3.767
35	36.7	-3.821
35	36.8	-3.396
35	36.8	-3.135
35	36.9	-3.418
35	36.9	-3.181
35	36.9	-3.53
35	37	-3.652
35	37	-3.997
35	37	-3.865
35	37.1	-2.285
35	37.1	-3.186
35	37.1	-3.459
35	37.2	-3.848
35	37.2	-3.835
35	37.3	-3.057
35	37.3	-3.914
35	37.4	-3.926
35	37.4	-3.809
35	37.4	-3.745
35	37.4	-3.516
35	37.5	-3.96
35	37.5	-3.354
35	37.6	-3.774
35	37.6	-3.997
35	37.6	-3.704
35	37.7	-3.972
35	37.7	-4.023
35	37.7	-4.031
35	37.8	-4.028
35	37.8	-4.023
35	37.8	-3.845
35	37.9	-3.989
35	37.9	-4.019
35	38	-3.74
35	38	-3.73
35	38	-3.909
35	38.1	-3.711
35	38.1	-3.721
35	38.1	-3.999
35	38.2	-3.445
35	38.2	-3.723
35	38.2	-3.962
35	38.3	-3.984
35	38.3	-3.63
35	38.4	-3.965
35	38.4	-3.562
35	38.4	-3.679
35	38.4	-3.921
35	38.5	-3.472
35	38.5	-3.965
35	38.6	-3.96
35	38.6	-3.962
35	38.6	-3.73
35	38.7	-3.386
35	38.7	-3.835
35	38.8	-3.936
35	38.8	-3.428
35	38.8	-3.845
35	38.8	-3.767
35	38.9	-3.958
35	38.9	-3.865
35	39	-3.354
35	39	-3.85
35	39	-3.75
35	39.1	-3.928
35	39.1	-3.884
35	39.2	-3.147
35	39.2	-3.538
35	39.2	-3.94
35	39.2	-3.931
35	39.3	-3.892
35	39.3	-3.425
35	39.4	-3.923
35	39.4	-3.894
35	39.4	-3.875
35	39.5	-3.838
35	39.5	-3.884
35	39.5	-3.896
35	39.6	-3.645
35	39.6	-3.667
35	39.6	-3.823
35	39.7	-3.706
35	39.7	-3.767
35	39.8	-3.894
35	39.8	-3.894
35	39.8	-3.894
35	39.9	-3.892
35	39.9	-3.87
35	39.9	-3.718
35	40	-3.813
35	40	-3.882
35	40	-3.887
35	40.1	-3.867
35	40.1	-3.435
35	40.2	-3.887
35	40.2	-3.86
35	40.2	-3.696
35	40.2	-3.848
35	40.3	-3.862
35	40.3	-3.879
35	40.4	-3.582
35	40.4	-3.76
35	40.4	-3.831
35	40.5	-3.865
35	40.5	-3.645
35	40.6	-3.811
35	40.6	-3.442
35	40.6	-3.748
35	40.6	-3.574
35	40.7	-3.835
35	40.7	-3.843
35	40.8	-3.574
35	40.8	-3.65
35	40.8	-3.423
35	40.9	-3.792
35	40.9	-3.723
35	41	-3.374
35	41	-3.503
35	41	-3.218
35	41.1	-3.479
35	41.1	-3.171
35	41.1	-3.533
35	41.2	-3.872
35	41.2	-3.621
35	41.2	-3.472
35	41.3	-3.669
35	41.3	-3.545
35	41.3	-3.418
35	41.4	-3.564
35	41.4	-3.601
35	41.5	-3.533
35	41.5	-3.318
35	41.5	-3.228
35	41.6	-3.433
35	41.6	-3.018
35	41.7	-3.606
35	41.7	-3.738
35	41.7	-3.579
35	41.7	-3.289
35	41.8	-2.69
35	41.8	-3.279
35	41.9	-3.428
35	41.9	-3.53
35	41.9	-3.176
35	42	-2.881
35	42	-2.83
35	42.1	-3.259
35	42.1	-3.193
35	42.1	-3.042
35	42.1	-2.571
35	42.2	-3.125
35	42.2	-2.952
35	42.3	-1.799
35	42.3	-2.686
35	42.3	-2.405
35	42.4	-2.463
35	42.4	-2.883
35	42.4	-3.093
35	42.5	-2.385
